adsh,tag,version,ddate,qtrs,uom,segments,coreg,value,footnote,quarter,year
0000930413-20-000534,OperatingExpense,ifrs/2019,20181231,4,GBP,Scenario=UnderlyingBasis;Segments=ZZ522110;,,2191000000.0,,q1,2020
0001206774-20-000670,NetCashProvidedByUsedInOperatingActivities,us-gaap/2019,20191231,4,USD,ConsolidatedEntities=ParentCompany;,,595000.0,,q1,2020
0001387131-20-002889,NetCashProvidedByUsedInOperatingActivities,us-gaap/2019,20181231,4,USD,ConsolidatedEntities=ParentCompany;,,3085000.0,,q1,2020
0001437749-20-005084,PaymentsOfDividends,us-gaap/2019,20191231,4,USD,ConsolidatedEntities=ParentCompany;,,2313661.0,,q1,2020
0001113256-20-000015,OtherAssetsCurrent,us-gaap/2019,20190930,0,USD,ConsolidatedEntities=NonGuarantorSubsidiaries;ConsolidationItems=ReportableLegalEntities;,,15000000.0,,q1,2020
0000866609-20-000017,ComprehensiveIncomeNetOfTax,us-gaap/2019,20181231,4,USD,ConsolidatedEntities=ParentCompany;ConsolidationItems=ReportableLegalEntities;,,-72734000.0,,q1,2020
0001654954-20-003597,IncreaseDecreaseThroughExerciseOfOptions,ifrs/2019,20171231,4,CAD,ComponentsOfEquity=CapitalReserve;,,-14567.0,,q1,2020
0001564590-20-006192,AssetImpairmentCharges,us-gaap/2019,20191231,4,USD,ConsolidatedEntities=GuarantorSubsidiaries;ConsolidationItems=ReportableLegalEntities;,,58000000.0,,q1,2020
0001437749-20-003589,StockIssuedDuringPeriodSharesEmployeeStockPurchasePlans,us-gaap/2019,20191231,4,shares,ClassOfStock=CommonClassA;EquityComponents=CommonStock;,,117000.0,,q1,2020
0001564590-20-006736,LongTermDebtCurrent,us-gaap/2019,20191231,0,USD,FairValueByMeasurementBasis=EstimateOfFairValueFairValueDisclosure;FairValueByMeasurementFrequency=FairValueMeasurementsNonrecurring;,,319000000.0,,q1,2020
0001592000-20-000004,Goodwill,us-gaap/2019,20181231,0,USD,BusinessSegments=TexasOperatingSegment;ConsolidationItems=OperatingSegments;,,0.0,,q1,2020
0001412707-20-000018,AvailableForSaleSecuritiesDebtSecurities,us-gaap/2019,20181231,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FairValueByMeasurementFrequency=FairValueMeasurementsRecurring;FinancialInstrument=ResidentialCollateralizedMortgageObligations;,,18671000.0,,q1,2020
0001002910-20-000077,NetIncomeLoss,us-gaap/2018,20191231,4,USD,BusinessSegments=AmerenIllinoisGas;ConsolidationItems=OperatingSegments;,,84000000.0,,q1,2020
0001193125-20-043247,CashFlowsFromUsedInInvestingActivities,ifrs/2018,20181231,4,USD,SignificantInvestmentsInSubsidiaries=NevadaGoldMines;,,0.0,,q1,2020
0001193125-20-047353,RealEstateInvestmentPropertyAtCost,us-gaap/2019,20191231,0,USD,RealEstateAndAccumulatedDepreciationDescriptionOfProperty=PaneraSpartanburgSc;,,2867000.0,,q1,2020
0000096021-20-000017,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2019,20191231,2,USD,BusinessSegments=SygmaSegment;ProductOrService=FrozenFruitsVegetablesBakeryAndOther1;,,520995000.0,,q1,2020
0001193125-20-050268,DueToRelatedPartiesNoncurrent,us-gaap/2019,20191231,0,CAD,BalanceSheetLocation=OtherNoncurrentLiabilities;,,0.0,,q1,2020
0001104659-20-038291,StockholdersEquity,us-gaap/2018,20181031,0,USD,EquityComponents=AociIncludingPortionAttributableToNoncontrollingInterest;,,0.0,,q1,2020
0001564590-20-014388,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2019,20200229,3,USD,Geographical=NonUs;,,675900000.0,,q1,2020
0001564590-20-007393,ProceedsFromSaleOfPropertyPlantAndEquipment,us-gaap/2019,20171231,4,USD,ConsolidationItems=ConsolidationEliminations;,,0.0,,q1,2020
0001725579-20-000014,SharesOutstanding,us-gaap/2019,20191231,0,shares,EquityComponents=MemberUnits;,,0.0,,q1,2020
0001628280-20-002411,ComprehensiveIncomeNetOfTax,us-gaap/2019,20181231,4,USD,EquityComponents=RetainedEarnings;,,215713000.0,,q1,2020
0001493152-20-005290,StockIssuedDuringPeriodSharesConversionOfConvertibleSecurities,us-gaap/2019,20191231,4,shares,EquityComponents=CommonStock;,,204246.0,,q1,2020
0001104659-20-032096,CostOfGoodsAndServicesSold,us-gaap/2019,20191231,4,USD,,,2978200000.0,,q1,2020
0000811156-20-000004,ProfitLoss,us-gaap/2019,20190630,1,USD,LegalEntity=ConsumersEnergyCompany;,ConsumersEnergyCompany,98000000.0,,q1,2020
0001551182-20-000050,LiabilitiesAndStockholdersEquity,us-gaap/2019,20191231,0,USD,LegalEntity=EatonCorporationplc;,EatonCorporationplc,17204000000.0,,q1,2020
0000704051-20-000012,OtherComprehensiveIncomeLossNetOfTax,us-gaap/2019,20191231,1,USD,LegalEntity=ConsolidatedLeggMason;,ConsolidatedLeggMason,42759000.0,,q1,2020
0001526113-20-000006,AmortizationOfIntangibleAssets,us-gaap/2019,20191231,4,USD,IncomeStatementLocation=OperatingLeasesIncomeStatementLeaseRevenue;SubsequentYear=FourYears;,,36000.0,,q1,2020
0000096943-20-000017,AccountsReceivableNetCurrent,us-gaap/2019,20181231,0,USD,ConsolidatedEntities=GuarantorSubsidiaries;,,54378000.0,,q1,2020
0000723646-20-000017,LoansAndLeasesReceivableGrossCarryingAmount,us-gaap/2019,20191231,0,USD,FinancingReceivablePortfolioSegment=ConsumerPortfolioSegment;,,6440000.0,,q1,2020
0001047862-20-000041,StockholdersEquity,us-gaap/2019,20181231,0,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;LegalEntity=ConsolidatedEdisonCompanyofNewYorkInc.;,,-5000000.0,,q1,2020
0001562762-20-000053,CashAndBankBalancesAtCentralBanks,ifrs/2019,20181231,0,GBP,ConsolidatedEntities=BarclaysBankGroup;Maturity=LaterThanTenYears;,,0.0,,q1,2020
0001635984-20-000004,OtherIncome,us-gaap/2019,20171231,4,USD,BusinessSegments=Annuities;ConsolidationItems=OperatingSegments;,,109000.0,,q1,2020
0001185185-20-000164,RevenueFromContractWithCustomerIncludingAssessedTax,us-gaap/2019,20191231,1,USD,BusinessSegments=InvestmentManagementServices;LegalEntity=USGlobalETFs;,,133000.0,,q1,2020
0001213900-20-007917,ManagementFeeExpense,us-gaap/2019,20171231,4,USD,ConsolidatedEntities=SeriesOfFrontierFunds;LegalEntity=SelectFund;,,84734.0,,q1,2020
0001493152-20-000573,NotesPayableCurrent,us-gaap/2019,20190930,0,USD,TypeOfArrangement=EquipmentNote;,,74106.0,,q1,2020
0001610520-20-000041,DeferredTaxAssets,ifrs/2018,20181231,0,USD,GeographicalAreas=OtherLocations;LegalEntity=UBSAG;,,600000000.0,,q1,2020
0001628280-20-003093,SellingGeneralAndAdministrativeExpense,ifrs/2018,20181231,4,USD,Segments=InfrastructureServicesSegment;,,65000000.0,,q1,2020
0001564590-20-010652,StockholdersEquity,us-gaap/2019,20181231,0,USD,ClassOfStock=CommonClassB;EquityComponents=TreasuryStock;,,-21719000.0,,q1,2020
0001628280-20-001795,PropertyOperatingExpensesExcludingRealEstateTaxes,0001628280-20-001795,20170430,4,USD,DisposalGroupClassification=DiscontinuedOperationsDisposedOfBySale;,,9051000.0,,q1,2020
0000077360-20-000006,IncomeTaxExpenseBenefit,us-gaap/2019,20171231,4,USD,ConsolidationItems=ConsolidationEliminations;,,0.0,,q1,2020
0001564590-20-006192,LiabilitiesAndStockholdersEquity,us-gaap/2019,20181231,0,USD,ConsolidationItems=ConsolidationEliminations;,,-8770000000.0,,q1,2020
0000109198-20-000004,StockholdersEquity,us-gaap/2019,20170131,0,USD,EquityComponents=AccumulatedTranslationAdjustment;,,-491803000.0,,q1,2020
0001570585-20-000023,RevenueFromContractWithCustomerIncludingAssessedTax,us-gaap/2019,20191231,4,USD,ConsolidationItems=CorporateNonSegment;,,316400000.0,,q1,2020
0001437749-20-003101,NetPeriodicDefinedBenefitsExpenseReversalOfExpenseExcludingServiceCostComponent,us-gaap/2019,20171231,4,USD,ConsolidationItems=IntersegmentElimination;,,,,q1,2020
0001564590-20-004274,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2019,20181231,2,USD,Geographical=CN;,,169027.0,,q1,2020
0001486159-20-000018,AccountsReceivableNetCurrent,us-gaap/2019,20191231,0,USD,ConsolidationItems=ConsolidationEliminations;,,0.0,,q1,2020
0001104659-20-007928,StockholdersEquity,us-gaap/2019,20191231,0,USD,EquityComponents=RetainedEarnings;,,980608000.0,,q1,2020
0000859598-20-000005,MinorityInterestDecreaseFromRedemptions,us-gaap/2018,20191231,4,USD,EquityComponents=NoncontrollingInterest;,,-160818000.0,,q1,2020
0001217160-20-000012,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2019,20191130,0,USD,EquityComponents=CommonStock;,,936903.0,,q1,2020
0001060955-20-000004,OtherComprehensiveIncomeLossCashFlowHedgeGainLossReclassificationAfterTax,us-gaap/2019,20171231,4,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,923000.0,,q1,2020
0001543151-20-000010,StockholdersEquity,us-gaap/2019,20171231,0,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,-3000000.0,,q1,2020
0001171843-20-001860,NetIncomeLoss,us-gaap/2019,20181231,4,USD,EquityComponents=CommonStock;,,,,q1,2020
0001296205-20-000040,StockIssuedDuringPeriodValueEmployeeStockPurchasePlan,us-gaap/2019,20191231,4,USD,EquityComponents=AdditionalPaidInCapital;,,61000.0,,q1,2020
0001656423-20-000007,StockIssuedDuringPeriodSharesConversionOfUnits,us-gaap/2018,20181231,4,shares,EquityComponents=CommonStock;,,83000.0,,q1,2020
0001437749-20-001555,StockIssuedDuringPeriodValueRestrictedStockAwardNetOfForfeitures,us-gaap/2019,20191231,1,USD,EquityComponents=CommonStock;,,,,q1,2020
0001213900-20-002833,StockIssuedDuringPeriodValueNewIssues5,0001213900-20-002833,20180930,1,USD,EquityComponents=AdditionalPaidInCapital;,,5132000.0,,q1,2020
0001284812-20-000092,StockholdersEquity,us-gaap/2018,20191231,0,USD,EquityComponents=TreasuryStock;,,-174825000.0,,q1,2020
0001558370-20-001013,StockholdersEquity,us-gaap/2019,20161231,0,USD,EquityComponents=TreasuryStock;,,-89394000.0,,q1,2020
0000906345-20-000008,StockIssuedDuringPeriodValueRestrictedStockAwardNetOfForfeitures,us-gaap/2019,20181231,4,USD,EquityComponents=TreasuryStock;,,7961000.0,,q1,2020
0000098362-20-000045,AdditionalPaidInCapitalCommonStock,us-gaap/2019,20191231,0,USD,,,937600000.0,,q1,2020
0001558370-20-003383,AccretionAmortizationOfDiscountsAndPremiumsInvestments,us-gaap/2019,20180131,4,USD,,,99000.0,,q1,2020
0001628280-20-001914,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2019,20181231,4,USD,Geographical=WesternEurope;,,659600000.0,,q1,2020
0001545772-20-000007,SellingGeneralAndAdministrativeExpense,ifrs/2019,20191231,4,USD,CategoriesOfRelatedParties=RelatedParties;,,198000000.0,,q1,2020
0000929008-20-000013,OtherLiabilitiesCurrent,us-gaap/2019,20191231,0,USD,ConsolidatedEntities=NonGuarantorSubsidiaries;,,183539000.0,,q1,2020
0001096343-20-000039,NetInvestmentGainsLosses,0001096343-20-000039,20181231,4,USD,BusinessSegments=Insurance;,,0.0,,q1,2020
0001193125-20-051469,RevenueFromSaleOfGoods,ifrs/2018,20181231,4,CAD,SegmentConsolidationItems=OperatingSegmentsDownstream;Segments=U.S.RefiningandMarketing;,,11770000000.0,,q1,2020
0001558370-20-002539,CommonStocksIncludingAdditionalPaidInCapital,us-gaap/2019,20191231,0,USD,,,129564000.0,,q1,2020
0001409775-20-000012,ComprehensiveIncomeNetOfTax,us-gaap/2019,20181231,4,USD,,,772018000.0,,q1,2020
0000881453-20-000018,TradingSecuritiesDebt,us-gaap/2019,20181231,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel1;FairValueByMeasurementFrequency=FairValueMeasurementsRecurring;,,0.0,,q1,2020
0001467373-20-000158,Revenues,us-gaap/2019,20190228,2,USD,BusinessSegments=AllOtherSegments;,,15494000.0,,q1,2020
0001564590-20-014310,WeightedAverageCostOfBorrowings,0001564590-20-014310,20181231,4,pure,,,0.0237,,q1,2020
0000850209-20-000007,StockIssuedDuringPeriodValueTreasuryStockReissued,us-gaap/2019,20200131,4,USD,,,6000000.0,,q1,2020
0001049521-20-000009,ResearchAndDevelopmentExpense,us-gaap/2018,20181231,2,USD,,,31140000.0,,q1,2020
0001498542-20-000025,RefundOfPropertyEscrowDeposits,0001498542-20-000025,20171231,4,USD,,,5050000.0,,q1,2020
0000929008-20-000013,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2019,20171231,4,USD,,,7679021000.0,,q1,2020
0001558370-20-002239,PurchaseOfRoyaltyStreamAndWorkingInterestsClassifiedAsInvestingActivities,0001558370-20-002239,20181231,4,USD,,,988000000.0,,q1,2020
0001104659-20-039515,RevenueFromContractWithCustomerIncludingAssessedTax,us-gaap/2018,20191231,1,USD,,,40981.0,,q1,2020
0001104659-20-040537,ProceedsFromRelatedPartyDebt,us-gaap/2019,20181231,4,USD,,,6661071.0,,q1,2020
0001564590-20-006826,PreferredStockValue,us-gaap/2019,20191231,0,USD,,,,,q1,2020
0001688568-20-000008,PreferredStockValue,us-gaap/2019,20191231,0,USD,,,0.0,,q1,2020
0000791915-20-000006,ProceedsFromSaleOfCostMethodInvestments,0000791915-20-000006,20171231,4,USD,,,0.0,,q1,2020
0001564590-20-007402,ProceedsFromOfferingOfCommonNetOfStockIssuanceCosts,0001564590-20-007402,20191231,4,USD,,,7696000.0,,q1,2020
0001437749-20-002116,OtherNonoperatingIncomeExpense,us-gaap/2019,20191231,1,USD,,,107000.0,,q1,2020
0001506307-20-000022,OtherComprehensiveIncomeLossNetOfTaxExcludingEffectsOfDivestitures,0001506307-20-000022,20191231,4,USD,,,-75000000.0,,q1,2020
0001544227-20-000004,PaymentsForRepurchaseOfRedeemableNoncontrollingInterest,us-gaap/2019,20191231,4,USD,,,0.0,,q1,2020
0001689813-20-000016,OtherNoncashIncomeExpense,us-gaap/2019,20191231,4,USD,,,-646000.0,,q1,2020
0001061219-20-000014,Othercomprehensiveincomeotheramountsduringperiodnetoftax,0001061219-20-000014,20181231,4,USD,,,-500000.0,,q1,2020
0001564590-20-014310,NetChangeInLoanCollateralInProcessOfForeclosure,0001564590-20-014310,20191231,4,USD,,,-11838000.0,,q1,2020
0001437749-20-002475,OperatingIncomeLoss,us-gaap/2019,20191231,2,USD,,,1681000.0,,q1,2020
0000764180-20-000018,IncreaseDecreaseInSettlementPayable,0000764180-20-000018,20171231,4,USD,,,-1259000000.0,,q1,2020
0001081316-20-000003,Goodwill,us-gaap/2019,20181231,0,USD,,,9595000000.0,,q1,2020
0001515971-20-000042,IncomeTaxesPaid,us-gaap/2019,20181231,4,USD,,,,,q1,2020
0001558370-20-003389,IncomeTaxesPaidNet,us-gaap/2019,20180131,4,USD,,,32934000.0,,q1,2020
0000039911-20-000019,IncomeTaxExpenseBenefit,us-gaap/2019,20200131,4,USD,,,177000000.0,,q1,2020
0000896841-20-000022,IncreaseDecreaseInInventories,us-gaap/2019,20191231,4,USD,,,-3790000.0,,q1,2020
0001096906-20-000111,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2019,20191231,4,USD,Geographical=Global;ProductOrService=BloodPressureMonitoringandAccessories;,,10484000.0,,q1,2020
0001558370-20-001789,ConstructionInProgressGross,us-gaap/2019,20191231,0,USD,RealEstateProperties=AssetsLeasedToOthers;,,666000.0,,q1,2020
0000026780-20-000006,GoodwillAndIntangibleAssetImpairment,us-gaap/2019,20191231,4,USD,,,6000000.0,,q1,2020
0001289308-20-000010,IncreaseDecreaseInAccountsPayable,us-gaap/2018,20181231,3,USD,,,-649000.0,,q1,2020
0001437749-20-005342,DepreciationAndAmortizationExcludingContractAcquisitionCosts,0001437749-20-005342,20171231,4,USD,,,1016000.0,,q1,2020
0001558370-20-001006,EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,us-gaap/2019,20191231,4,USD,,,-4000000.0,,q1,2020
0001683168-20-001022,GainLossOnSaleOfPropertyPlantEquipment,us-gaap/2019,20181231,4,USD,,,16260.0,,q1,2020
0000070502-20-000004,InterestIncomeExpenseNet,us-gaap/2019,20191130,1,USD,BusinessSegments=NationalRuralUtilitiesCooperativeFinanceCorporation;,,77277000.0,,q1,2020
0001493152-20-002216,DeferredIncomeTaxExpenseBenefit,us-gaap/2019,20170930,4,USD,,,2273000.0,,q1,2020
0001185185-20-000178,EarningsPerShareDiluted,us-gaap/2019,20191231,1,USD,,,0.18,,q1,2020
0001172052-20-000006,EarningsPerShareDiluted,us-gaap/2019,20190930,1,USD,,,1.01,,q1,2020
0001564590-20-013670,EarningsPerShareDiluted,us-gaap/2019,20181231,1,USD,,,-1.43,,q1,2020
0001715629-20-000003,IncomeLossFromEquityMethodInvestments,us-gaap/2018,20181231,4,USD,ConsolidationItems=ConsolidationEliminations;LegalEntity=FelCorLodgingLP;,,0.0,,q1,2020
0001562762-20-000049,FinancialLiabilitiesAtFairValueThroughProfitOrLossDesignatedAsUponInitialRecognition,ifrs/2019,20181231,0,GBP,Maturity=LaterThanNineMonthsAndNotLaterThanOneYear;,,3577000000.0,,q1,2020
0001109357-20-000053,StockholdersEquity,us-gaap/2019,20161231,0,USD,EquityComponents=RetainedEarnings;LegalEntity=DelmarvaPowerandLightCompany;,,562000000.0,,q1,2020
0001564590-20-005582,RestrictedCash,us-gaap/2019,20181231,0,USD,PartnerTypeOfPartnersCapitalAccount=LimitedPartner;,,17414000.0,,q1,2020
0001243429-20-000004,Liabilities,ifrs/2018,20181231,0,USD,AssetsAndLiabilitiesClassifiedAsHeldForSale=DisposalGroupsClassifiedAsHeldForSale;,,821000000.0,,q1,2020
0001493152-20-003070,CommonStockSharesAuthorized,us-gaap/2019,20190930,0,shares,,,20000000.0,,q1,2020
0001437749-20-005167,DeferredIncomeTaxAssetsNet,us-gaap/2019,20191231,0,USD,,,540000.0,,q1,2020
0001193125-20-043999,DeferredRentCreditNoncurrent,us-gaap/2019,20190930,0,USD,,,54247000.0,,q1,2020
0001039684-20-000012,CashAndCashEquivalentsAtCarryingValue,us-gaap/2019,20191231,0,USD,ConsolidatedEntities=IssuerandGuarantorSubsidiary;ConsolidationItems=ReportableLegalEntities;,,0.0,,q1,2020
0000104889-20-000007,OperatingIncomeLoss,us-gaap/2019,20171231,4,USD,BusinessSegments=Education;ConsolidationItems=OperatingSegments;Subsegments=KaplanInternational;SubsegmentsConsolidationItems=ReportableSubsegments;,,51623000.0,,q1,2020
0001104659-20-024324,InterestIncomeRelatedParty,us-gaap/2019,20191231,4,USD,RelatedPartyTransactionsByRelatedParty=VickersHistoricRoswell;,,1643000.0,,q1,2020
0001564590-20-010998,Revenues,us-gaap/2019,20181231,4,USD,ProductOrService=Grant;ResearchAndDevelopmentArrangementContractToPerformForOthersByType=USDepartmentOfDefense;,,300000.0,,q1,2020
0001599947-20-000012,Goodwill,us-gaap/2019,20190531,0,USD,BusinessAcquisition=SaetaYield;BusinessSegments=RegulatedSolarandWind;,,103800000.0,,q1,2020
0001690680-20-000012,NumberOfUnitsConvertedToCommonStock,0001690680-20-000012,20181130,0,shares,ClassOfStock=CommonClassA;ConsolidatedEntities=ParentCompany;LegalEntity=BGCPartnersInc;,,9400000.0,,q1,2020
0001620459-20-000061,AvailableForSaleSecuritiesDebtSecurities,us-gaap/2019,20191231,0,USD,FinancialInstrument=CorporateDebtSecurities;,,632221000.0,,q1,2020
0001031203-20-000006,CostOfGoodsAndServicesSold,us-gaap/2019,20171231,4,USD,ConsolidationItems=ConsolidationEliminations;,,0.0,,q1,2020
0000888491-20-000007,OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationAndTax,us-gaap/2019,20171231,4,USD,EquityComponents=NoncontrollingInterest;,,122000.0,,q1,2020
0001213900-20-005621,ProfitLoss,us-gaap/2019,20200131,1,USD,EquityComponents=CommonStock;,,,,q1,2020
0001558370-20-001005,SharesOutstanding,us-gaap/2019,20191231,0,shares,EquityComponents=CommonStock;,,676302000.0,,q1,2020
0001104659-20-021174,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2019,20191231,0,USD,EquityComponents=CommonStock;,,4800000.0,,q1,2020
0001628280-20-001897,StockIssuedDuringPeriodValueShareBasedCompensation,us-gaap/2019,20171231,4,USD,EquityComponents=AdditionalPaidInCapital;,,-23000.0,,q1,2020
0001437749-20-001794,NetIncomeLoss,us-gaap/2019,20181231,1,USD,EquityComponents=TreasuryStock;,,,,q1,2020
0000906345-20-000008,AdditionalPaidInCapitalCommonStock,us-gaap/2019,20181231,0,USD,,,4154763000.0,,q1,2020
0001713683-20-000037,AssetImpairmentCharges,us-gaap/2019,20200131,2,USD,,,316000.0,,q1,2020
0000844059-20-000010,AssetsOfDisposalGroupIncludingDiscontinuedOperation,us-gaap/2019,20181231,0,USD,,,3224000.0,,q1,2020
0001552781-20-000168,Assets,us-gaap/2019,20171231,0,USD,BusinessSegments=CommunityBanking;,,3516551000.0,,q1,2020
0001471265-20-000016,AvailableForSaleSecuritiesDebtSecurities,us-gaap/2019,20191231,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FairValueByMeasurementFrequency=FairValueMeasurementsRecurring;InvestmentType=DebtSecurities;,,146742000.0,,q1,2020
0000092122-20-000017,OtherAssetsNoncurrent,us-gaap/2019,20191231,0,USD,LegalEntity=GeorgiaPower;,GeorgiaPower,500000000.0,,q1,2020
0001558370-20-001314,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2019,20191231,4,USD,ProductOrService=Product;,,249570000.0,,q1,2020
0001001085-20-000009,IntangibleAssetsOtherThanGoodwill,ifrs/2018,20191231,0,USD,Segments=RealEstate1;,,1301000000.0,,q1,2020
0001653242-20-000010,LoansAndLeasesReceivableNetOfDeferredIncome,us-gaap/2019,20191231,0,USD,FinancingReceivablePortfolioSegment=ResidentialPortfolioSegment;InternalCreditAssessment=Pass;,,3019105000.0,,q1,2020
0001213900-20-007967,StockIssuedDuringPeriodValueIssuedForServices,us-gaap/2019,20191231,4,USD,EquityComponents=CommonStockSubscribed;,,,,q1,2020
0001037646-20-000005,Assets,us-gaap/2019,20171231,0,USD,Geographical=ChineseOperationsSegment;,,1068811000.0,,q1,2020
0001193125-20-056815,ProceedsFromIssuanceOfCommonStock,us-gaap/2019,20171231,4,USD,BusinessSegments=ProsharesUltraShortYen;,,76657434.0,,q1,2020
0000026172-20-000009,CashAndCashEquivalentsAtCarryingValue,us-gaap/2019,20161231,0,USD,,,1120000000.0,,q1,2020
0001140361-20-002341,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2019,20181231,3,USD,BusinessSegments=BuildingHvac;,,159900000.0,,q1,2020
0001604778-20-000008,AccountsPayableCurrent,us-gaap/2019,20191231,0,USD,ConsolidatedEntities=ParentCompany;,,0.0,,q1,2020
0001058623-20-000010,AccountsPayableTradeCurrent,us-gaap/2019,20181231,0,USD,,,2578000.0,,q1,2020
0001564590-20-014536,AdjustmentsForFinanceCosts,ifrs/2019,20171231,4,EUR,,,53000.0,,q1,2020
0001683168-20-000314,ProceedsFromWarrantExchangeValue,0001683168-20-000314,20190930,1,USD,EquityComponents=AdditionalPaidInCapital;,,667613.0,,q1,2020
0001406666-20-000018,StockholdersEquity,us-gaap/2019,20191231,0,USD,EquityComponents=AdditionalPaidInCapital;,,895899000.0,,q1,2020
0000092230-20-000045,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2019,20161231,0,USD,EquityComponents=AdditionalPaidInCapital;,,9104000000.0,,q1,2020
0000911177-20-000010,StockIssuedDuringPeriodValueShareBasedCompensation,us-gaap/2019,20191231,4,USD,,,3996000.0,,q1,2020
0001564590-20-003700,TreasuryStockValue,us-gaap/2019,20190331,0,USD,,,9863000.0,,q1,2020
0001366868-20-000030,StockholdersEquity,us-gaap/2019,20191231,0,USD,,,407343000.0,,q1,2020
0001607062-20-000067,WeightedAverageNumberOfDilutedSharesOutstanding,us-gaap/2019,20190131,1,shares,,,64462007.0,,q1,2020
0001289419-20-000041,WeightedAverageNumberOfDilutedSharesOutstanding,us-gaap/2019,20181231,1,shares,,,43100000.0,,q1,2020
0000722830-20-000003,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,us-gaap/2019,20180630,1,shares,,,171124000.0,,q1,2020
0000104894-20-000039,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2019,20171231,0,USD,,,1095336000.0,,q1,2020
0000936340-20-000127,RegulatoryAssetsCurrent,us-gaap/2019,20181231,0,USD,,,153000000.0,,q1,2020
0001104659-20-040339,ShareBasedCompensation,us-gaap/2019,20191231,4,USD,,,316000.0,,q1,2020
0000927653-20-000016,PaymentsToAcquireSoftware,us-gaap/2019,20191231,3,USD,,,96000000.0,,q1,2020
0001053507-20-000028,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2019,20171231,0,USD,EquityComponents=TreasuryStock;,,-974000000.0,,q1,2020
0001341141-20-000017,AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,us-gaap/2019,20171231,4,USD,EquityComponents=AdditionalPaidInCapital;,,2709000.0,,q1,2020
0001477932-20-001351,DiscountOnWarrantsAmount,0001477932-20-001351,20200131,2,USD,EquityComponents=AdditionalPaidInCapital;,,85000.0,,q1,2020
0001345126-20-000007,AllowanceForDoubtfulAccountsReceivableCurrent,us-gaap/2019,20191231,0,USD,,,14800000.0,,q1,2020
0001555074-20-000013,AdditionalPaidInCapital,us-gaap/2019,20191231,0,USD,,,44646000.0,,q1,2020
0001628280-20-001837,AccumulatedOtherComprehensiveIncomeLossNetOfTax,us-gaap/2019,20181231,0,USD,,,-3500000.0,,q1,2020
0001109357-20-000053,LiabilitiesCurrent,us-gaap/2019,20191231,0,USD,LegalEntity=ExelonGenerationCoLLC;,ExelonGenerationCoLLC,7289000000.0,,q1,2020
0001031203-20-000006,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2019,20191231,4,USD,ProductOrService=PartsAndService;,,1510000000.0,,q1,2020
0000798949-20-000010,OtherAssetImpairmentCharges,us-gaap/2018,20191231,4,USD,BusinessSegments=Drilling;,,62809000.0,,q1,2020
0000890926-20-000018,ServicesRevenueNet,0000890926-20-000018,20191231,4,USD,BusinessSegments=MortgageandRealEstateServicesSegment;,,158629000.0,,q1,2020
0001493152-20-002830,CommonStockParOrStatedValuePerShare,us-gaap/2019,20191231,0,USD,,,0.001,,q1,2020
0001558370-20-003016,CashAndBankBalancesAtCentralBanks,ifrs/2019,20191231,0,MXN,,,65207000000.0,,q1,2020
0001333986-20-000015,Assets,us-gaap/2019,20191231,0,USD,,,249870000000.0,,q1,2020
0001314152-20-000018,WeightedAverageNumberOfOutstandingSharesBasicAndDiluted,0001314152-20-000018,20180331,1,shares,,,133231349.0,,q1,2020
0001558370-20-001644,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,us-gaap/2019,20171231,4,shares,,,52352000.0,,q1,2020
0000830122-20-000010,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2019,20181231,0,USD,,,176624000.0,,q1,2020
0001179060-20-000003,UnbilledContractsReceivable,us-gaap/2019,20191231,0,USD,,,460100000.0,,q1,2020
0001558370-20-000780,Revenues,us-gaap/2019,20190630,1,USD,,,1784000000.0,,q1,2020
0000949157-20-000023,RestrictedCashAndCashEquivalents,us-gaap/2019,20181231,0,USD,,,800000.0,,q1,2020
